season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
2008,SAS,SAC,14,Bruce Bowen,Jacque Vaughn,Kurt Thomas,Manu Ginobili,?,Francisco Garcia,John Salmons,Metta World Peace,Quincy Douby,Spencer Hawes
2008,SAS,SAC,31,?,Kurt Thomas,Manu Ginobili,Tim Duncan,Tony Parker,Anthony Johnson,Brad Miller,Kevin Martin,Metta World Peace,Mikki Moore
2008,GSW,ORL,16,Andris Biedrins,Kelenna Azubuike,Matt Barnes,?,Stephen Jackson,Adonal Foyle,J.J. Redick,Jameer Nelson,Maurice Evans,Rashard Lewis
2008,MIN,MIA,21,Al Jefferson,?,Marko Jaric,Ryan Gomes,Sebastian Telfair,Alexander Johnson,Chris Quinn,Dwyane Wade,Ricky Davis,Udonis Haslem
2008,DAL,DEN,20,Brandon Bass,Dirk Nowitzki,?,Jerry Stackhouse,Josh Howard,Allen Iverson,Anthony Carter,Carmelo Anthony,Kenyon Martin,Marcus Camby
2008,TOR,PHI,45,Andrea Bargnani,?,Carlos Delfino,Jason Kapono,T.J. Ford,Andre Iguodala,Andre Miller,Kyle Korver,Reggie Evans,Willie Green
2008,MIN,MEM,40,Al Jefferson,Craig Smith,Kirk Snyder,Marko Jaric,?,Jason Collins,Juan Carlos Navarro,Kyle Lowry,Mike Miller,Rudy Gay
2008,CLE,ATL,39,Anderson Varejao,Daniel Gibson,Devin Brown,?,Zydrunas Ilgauskas,Al Horford,Joe Johnson,Josh Childress,Marvin Williams,Shelden Williams
2008,PHO,NJN,23,Amar'e Stoudemire,Boris Diaw,D.J. Strawberry,Raja Bell,?,Antoine Wright,Jason Kidd,Josh Boone,Richard Jefferson,Vince Carter
2008,MEM,POR,15,Hakim Warrick,Juan Carlos Navarro,?,Pau Gasol,Rudy Gay,James Jones,Jarrett Jack,Joel Przybilla,Sergio Rodriguez,Travis Outlaw
2008,DET,MIA,42,?,Jarvis Hayes,Rasheed Wallace,Richard Hamilton,Rodney Stuckey,Alexander Johnson,Dorell Wright,Dwyane Wade,Earl Barron,Ricky Davis
2008,TOR,NJN,16,Andrea Bargnani,Carlos Delfino,Jason Kapono,Jose Calderon,?,Bostjan Nachbar,Marcus Williams,Stromile Swift,Trenton Hassell,Vince Carter
2008,ORL,LAL,40,Dwight Howard,Hedo Turkoglu,?,Keyon Dooling,Rashard Lewis,Jordan Farmar,Kobe Bryant,Lamar Odom,Luke Walton,Ronny Turiaf
2008,SAC,DAL,0,Beno Udrih,Brad Miller,?,John Salmons,Mikki Moore,Devin Harris,Dirk Nowitzki,Eddie Jones,Erick Dampier,Josh Howard
2008,GSW,POR,18,Al Harrington,Baron Davis,?,Monta Ellis,Stephen Jackson,James Jones,Jarrett Jack,Joel Przybilla,Martell Webster,Travis Outlaw
2008,SAS,UTA,25,?,Fabricio Oberto,Michael Finley,Tim Duncan,Tony Parker,Andrei Kirilenko,Carlos Boozer,Mehmet Okur,Ronnie Brewer,Ronnie Price
2008,TOR,NYK,17,Andrea Bargnani,Carlos Delfino,Chris Bosh,?,Jose Calderon,David Lee,Fred Jones,Jamal Crawford,Jared Jeffries,Quentin Richardson
2008,ORL,MIL,13,Adonal Foyle,?,Hedo Turkoglu,J.J. Redick,Pat Garrity,Bobby Simmons,Charlie Bell,Charlie Villanueva,Dan Gadzuric,Mo Williams
2008,MEM,DEN,16,Casey Jacobsen,Darko Milicic,Hakim Warrick,Kyle Lowry,?,Allen Iverson,Eduardo Najera,J.R. Smith,Kenyon Martin,Yakhouba Diawara
2008,IND,MIL,24,Danny Granger,Jeff Foster,Mike Dunleavy,?,Troy Murphy,Bobby Simmons,Dan Gadzuric,Desmond Mason,Michael Redd,Mo Williams
2008,MIA,NJN,13,Alexander Johnson,?,Luke Jackson,Mark Blount,Ricky Davis,Antoine Wright,Bostjan Nachbar,Jason Collins,Marcus Williams,Richard Jefferson
2008,DET,CHA,25,?,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Emeka Okafor,Jason Richardson,Jeff McInnis,Nazr Mohammed,Raymond Felton
2008,POR,GSW,6,Brandon Roy,Joel Przybilla,LaMarcus Aldridge,Martell Webster,?,Al Harrington,Kelenna Azubuike,Mickael Pietrus,Monta Ellis,Stephen Jackson
2008,ATL,NYK,13,Joe Johnson,Josh Childress,?,Salim Stoudamire,Zaza Pachulia,David Lee,Fred Jones,Jamal Crawford,Jared Jeffries,Zach Randolph
2008,LAC,IND,22,Al Thornton,Chris Kaman,Corey Maggette,Dan Dickau,?,Danny Granger,Jamaal Tinsley,Kareem Rush,Shawne Williams,Troy Murphy
2008,BOS,TOR,16,Brian Scalabrine,?,Leon Powe,Ray Allen,Tony Allen,Andrea Bargnani,Anthony Parker,Carlos Delfino,Juan Dixon,Rasho Nesterovic
2008,UTA,LAL,11,Andrei Kirilenko,?,Kyrylo Fesenko,Matt Harpring,Ronnie Brewer,Chris Mihm,Jordan Farmar,Kobe Bryant,Luke Walton,Vladimir Radmanovic
2008,SAS,NOH,46,?,Ime Udoka,Jacque Vaughn,Jeremy Richardson,Matt Bonner,Hilton Armstrong,Jannero Pargo,Julian Wright,Melvin Ely,Rasual Butler
2008,LAL,ATL,21,Derek Fisher,?,Lamar Odom,Pau Gasol,Vladimir Radmanovic,Joe Johnson,Josh Childress,Josh Smith,Mike Bibby,Zaza Pachulia
2008,LAC,NOH,37,Al Thornton,Brevin Knight,?,Cuttino Mobley,Richie Frahm,Bobby Jackson,Chris Paul,David West,Marcus Vinicius,Tyson Chandler
2008,GSW,DAL,36,Andris Biedrins,Baron Davis,Kelenna Azubuike,Matt Barnes,?,Brandon Bass,Devin Harris,Dirk Nowitzki,Jerry Stackhouse,Trenton Hassell
2008,SAS,IND,40,?,Ime Udoka,Jacque Vaughn,Matt Bonner,Michael Finley,Danny Granger,Jeff Foster,Mike Dunleavy,Ronald Murray,Stephen Graham
2008,MIA,CHI,37,Jason Williams,Joel Anthony,?,Ricky Davis,Stephane Lasme,Aaron Gray,Andres Nocioni,Ben Gordon,Chris Duhon,Thabo Sefolosha
2008,ATL,NYK,46,Al Horford,Joe Johnson,Josh Childress,Josh Smith,?,David Lee,Fred Jones,Jamal Crawford,Quentin Richardson,Zach Randolph
2008,IND,NYK,19,Andre Owens,Danny Granger,David Harrison,?,Troy Murphy,Fred Jones,Jamal Crawford,Nate Robinson,Randolph Morris,Zach Randolph
2008,POR,BOS,8,Brandon Roy,Joel Przybilla,LaMarcus Aldridge,Martell Webster,?,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Scot Pollard
2008,DAL,GSW,21,Dirk Nowitzki,Eddie Jones,Erick Dampier,Jason Kidd,?,Al Harrington,Andris Biedrins,Baron Davis,Kelenna Azubuike,Monta Ellis
2008,DET,LAL,13,?,Chauncey Billups,Jarvis Hayes,Jason Maxiell,Rasheed Wallace,Jordan Farmar,Kobe Bryant,Kwame Brown,Ronny Turiaf,Sasha Vujacic
2008,POR,MIN,0,Brandon Roy,Joel Przybilla,LaMarcus Aldridge,Martell Webster,?,Al Jefferson,Corey Brewer,Craig Smith,Ryan Gomes,Sebastian Telfair
2008,CHI,MIL,12,?,Ben Gordon,Chris Duhon,Joakim Noah,Thabo Sefolosha,Bobby Simmons,Dan Gadzuric,Mo Williams,Royal Ivey,Yi Jianlian
2008,DET,POR,20,Amir Johnson,Arron Afflalo,Jarvis Hayes,?,Rodney Stuckey,Jarrett Jack,LaMarcus Aldridge,Martell Webster,Steve Blake,Travis Outlaw
2008,HOU,MIN,26,Dikembe Mutombo,Luis Scola,Rafer Alston,Shane Battier,?,Al Jefferson,Kirk Snyder,Marko Jaric,Randy Foye,Ryan Gomes
2008,MIN,LAC,10,Al Jefferson,Corey Brewer,?,Rashad McCants,Ryan Gomes,Al Thornton,Dan Dickau,Josh Powell,Quinton Ross,Tim Thomas
2008,UTA,MIN,25,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Price,Al Jefferson,Corey Brewer,Marko Jaric,Randy Foye,Ryan Gomes
2008,SAC,MEM,42,Beno Udrih,Brad Miller,Francisco Garcia,John Salmons,?,Juan Carlos Navarro,Mike Conley,Mike Miller,Pau Gasol,Rudy Gay
2008,MIN,LAL,46,Corey Brewer,Craig Smith,Gerald Green,?,Randy Foye,Coby Karl,Didier Ilunga-Mbenga,Jordan Farmar,Luke Walton,Ronny Turiaf
2008,MEM,SEA,0,Damon Stoudamire,Mike Miller,?,Rudy Gay,Stromile Swift,Chris Wilcox,Damien Wilkins,Earl Watson,Jeff Green,Kevin Durant
2009,ATL,NJN,45,?,Mario West,Maurice Evans,Ronald Murray,Solomon Jones,Brook Lopez,Devin Harris,Keyon Dooling,Ryan Anderson,Vince Carter
2009,MEM,NOH,39,?,Hakim Warrick,Marc Gasol,Marko Jaric,Quinton Ross,Devin Brown,James Posey,Julian Wright,Rasual Butler,Sean Marks
2009,LAL,MIL,41,?,Jordan Farmar,Josh Powell,Sasha Vujacic,Trevor Ariza,Dan Gadzuric,Joe Alexander,Luc Mbah a Moute,Ramon Sessions,Tyronn Lue
2009,TOR,NJN,17,Andrea Bargnani,Jamario Moon,?,Jermaine O'Neal,Will Solomon,Brook Lopez,Jarvis Hayes,Keyon Dooling,Ryan Anderson,Vince Carter
2009,DEN,ORL,25,Chauncey Billups,Dahntay Jones,J.R. Smith,Kenyon Martin,?,Courtney Lee,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Rashard Lewis
2009,UTA,LAC,18,?,Brevin Knight,Carlos Boozer,Kyle Korver,Paul Millsap,Baron Davis,Chris Kaman,Eric Gordon,Fred Jones,Marcus Camby
2009,ORL,ATL,24,J.J. Redick,Jameer Nelson,Marcin Gortat,?,Tony Battie,Mario West,Mike Bibby,Othello Hunter,Ronald Murray,Solomon Jones
2009,DET,NYK,40,?,Arron Afflalo,Jason Maxiell,Rodney Stuckey,Tayshaun Prince,Al Harrington,Anthony Roberson,David Lee,Quentin Richardson,Tim Thomas
2009,GSW,NOH,42,Al Harrington,Andris Biedrins,?,Kelenna Azubuike,Stephen Jackson,Chris Paul,David West,James Posey,Peja Stojakovic,Tyson Chandler
2009,CHI,MIL,35,Andres Nocioni,Ben Gordon,Joakim Noah,Kirk Hinrich,?,Charlie Bell,Luc Mbah a Moute,Malik Allen,Michael Redd,Tyronn Lue
2009,ATL,WAS,17,Acie Law,Marvin Williams,?,Mike Bibby,Zaza Pachulia,Antawn Jamison,Caron Butler,DeShawn Stevenson,Etan Thomas,Nick Young
2009,MIA,IND,35,?,Dwyane Wade,Joel Anthony,Shawn Marion,Yakhouba Diawara,Brandon Rush,Jarrett Jack,Jeff Foster,Marquis Daniels,Troy Murphy
2009,CLE,UTA,37,Anderson Varejao,Delonte West,LeBron James,Mo Williams,?,Brevin Knight,Kosta Koufos,Kyle Korver,Morris Almond,Paul Millsap
2009,DAL,OKC,46,Dirk Nowitzki,J.J. Barea,?,Jason Kidd,Josh Howard,Earl Watson,Jeff Green,Kyle Weaver,Nenad Krstic,Russell Westbrook
2009,PHI,CHI,15,Andre Iguodala,Lou Williams,Marreese Speights,Reggie Evans,?,Brad Miller,Derrick Rose,Joakim Noah,John Salmons,Kirk Hinrich
2009,CHI,PHO,15,Andres Nocioni,Ben Gordon,?,Kirk Hinrich,Tyrus Thomas,Amar'e Stoudemire,Boris Diaw,Goran Dragic,Leandro Barbosa,Lou Amundson
2009,CHI,ATL,16,Aaron Gray,?,Derrick Rose,Kirk Hinrich,Thabo Sefolosha,Joe Johnson,Maurice Evans,Mike Bibby,Ronald Murray,Zaza Pachulia
2009,TOR,HOU,20,Anthony Parker,Chris Bosh,?,Joey Graham,Will Solomon,Aaron Brooks,Brent Barry,Carl Landry,Metta World Peace,Yao Ming
2009,LAL,UTA,25,Andrew Bynum,Derek Fisher,Kobe Bryant,?,Pau Gasol,C.J. Miles,Deron Williams,Mehmet Okur,Paul Millsap,Ronnie Brewer
2009,LAL,NYK,24,Derek Fisher,?,Kobe Bryant,Lamar Odom,Luke Walton,Chris Duhon,David Lee,Quentin Richardson,Tim Thomas,Wilson Chandler
2009,WAS,CHI,9,Antawn Jamison,Caron Butler,Darius Songaila,?,Mike James,Brad Miller,Derrick Rose,John Salmons,Kirk Hinrich,Tim Thomas
2009,MIL,UTA,42,Andrew Bogut,Luc Mbah a Moute,?,Michael Redd,Richard Jefferson,Andrei Kirilenko,Deron Williams,Kyle Korver,Matt Harpring,Paul Millsap
2009,POR,MIA,43,Channing Frye,Greg Oden,Jerryd Bayless,Sergio Rodriguez,?,Daequan Cook,Joel Anthony,Marcus Banks,Mark Blount,Shaun Livingston
2009,DAL,HOU,10,Brandon Bass,Erick Dampier,?,Jason Terry,Josh Howard,Chuck Hayes,Kyle Lowry,Luis Scola,Shane Battier,Von Wafer
2009,DET,MIA,46,Allen Iverson,Antonio McDyess,Rasheed Wallace,?,Tayshaun Prince,Dwyane Wade,Mario Chalmers,Michael Beasley,Shawn Marion,Udonis Haslem
2009,IND,DET,35,?,Jarrett Jack,Jeff Foster,T.J. Ford,Troy Murphy,Jason Maxiell,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Will Bynum
2009,CHI,TOR,19,?,Derrick Rose,Joakim Noah,John Salmons,Tim Thomas,Anthony Parker,Chris Bosh,Jason Kapono,Jose Calderon,Shawn Marion
2009,SAS,ORL,28,Manu Ginobili,?,Michael Finley,Tim Duncan,Tony Parker,Courtney Lee,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Rashard Lewis
2009,MIA,SAC,43,Daequan Cook,Dorell Wright,?,Marcus Banks,Shaun Livingston,Bobby Brown,Donte Greene,Jason Thompson,Quincy Douby,Shelden Williams
2009,ATL,DET,36,Al Horford,Joe Johnson,?,Maurice Evans,Ronald Murray,Allen Iverson,Antonio McDyess,Rasheed Wallace,Richard Hamilton,Rodney Stuckey
2009,ORL,LAL,0,Dwight Howard,?,Jameer Nelson,Keith Bogans,Rashard Lewis,Andrew Bynum,Derek Fisher,Kobe Bryant,Luke Walton,Pau Gasol
2009,NYK,ATL,29,Al Harrington,?,David Lee,Jared Jeffries,Quentin Richardson,Joe Johnson,Josh Smith,Mike Bibby,Ronald Murray,Zaza Pachulia
2009,ORL,WAS,25,Dwight Howard,Hedo Turkoglu,Jameer Nelson,?,Rashard Lewis,Antawn Jamison,Caron Butler,DeShawn Stevenson,Etan Thomas,Juan Dixon
2009,PHO,MIA,10,Boris Diaw,Grant Hill,Leandro Barbosa,Lou Amundson,?,Dwyane Wade,Mario Chalmers,Michael Beasley,Shawn Marion,Udonis Haslem
2009,DAL,NJN,19,Brandon Bass,Devean George,?,J.J. Barea,Jason Kidd,Devin Harris,Jarvis Hayes,Josh Boone,Keyon Dooling,Vince Carter
2009,HOU,GSW,13,Aaron Brooks,Carl Landry,Luis Scola,Shane Battier,?,Anthony Morrow,Corey Maggette,Jamal Crawford,Rob Kurz,Ronny Turiaf
2009,MIN,LAC,43,Brian Cardinal,?,Randy Foye,Rodney Carney,Sebastian Telfair,DeAndre Jordan,Jason Hart,Mardy Collins,Paul Davis,Steve Novak
2009,GSW,OKC,26,?,Kelenna Azubuike,Monta Ellis,Ronny Turiaf,Stephen Jackson,Jeff Green,Kevin Durant,Kyle Weaver,Nenad Krstic,Russell Westbrook
2009,CLE,IND,30,Anderson Varejao,Delonte West,LeBron James,?,Zydrunas Ilgauskas,Danny Granger,Jeff Foster,Marquis Daniels,T.J. Ford,Troy Murphy
2009,MIL,NJN,19,Charlie Villanueva,Luc Mbah a Moute,?,Ramon Sessions,Richard Jefferson,Bobby Simmons,Brook Lopez,Keyon Dooling,Vince Carter,Yi Jianlian
2009,BOS,NJN,35,Glen Davis,Kendrick Perkins,Rajon Rondo,Ray Allen,?,Bobby Simmons,Chris Douglas-Roberts,Devin Harris,Jarvis Hayes,Josh Boone
2009,DEN,SAC,7,Carmelo Anthony,Chauncey Billups,?,Kenyon Martin,Nene Hilario,Andres Nocioni,Bobby Jackson,Francisco Garcia,Ike Diogu,Jason Thompson
2009,DEN,OKC,41,Anthony Carter,Carmelo Anthony,J.R. Smith,?,Nene Hilario,D.J. White,Jeff Green,Kyle Weaver,Nenad Krstic,Shaun Livingston
2009,MEM,HOU,31,Greg Buckner,Hakim Warrick,Kyle Lowry,Marc Gasol,?,Luis Scola,Rafer Alston,Shane Battier,Von Wafer,Yao Ming
2009,CHI,MIL,23,?,Kirk Hinrich,Luol Deng,Thabo Sefolosha,Tyrus Thomas,Dan Gadzuric,Luc Mbah a Moute,Luke Ridnour,Michael Redd,Richard Jefferson
2009,SAS,PHI,22,Manu Ginobili,Michael Finley,?,Tim Duncan,Tony Parker,Andre Iguodala,Andre Miller,Marreese Speights,Thaddeus Young,Willie Green
2009,MIA,TOR,35,Chris Quinn,Daequan Cook,Dwyane Wade,Joel Anthony,?,Andrea Bargnani,Anthony Parker,Jason Kapono,Jose Calderon,Kris Humphries
2009,DAL,LAC,10,?,Erick Dampier,J.J. Barea,Jason Terry,Josh Howard,Brian Skinner,Eric Gordon,Marcus Camby,Mardy Collins,Steve Novak
2009,IND,MIL,31,Jeff Foster,Marquis Daniels,?,Rasho Nesterovic,T.J. Ford,Charlie Villanueva,Luc Mbah a Moute,Luke Ridnour,Ramon Sessions,Richard Jefferson
2009,MIA,PHI,46,Dwyane Wade,Mario Chalmers,Michael Beasley,?,Yakhouba Diawara,Kareem Rush,Lou Williams,Marreese Speights,Reggie Evans,Royal Ivey
2009,POR,ATL,36,Channing Frye,LaMarcus Aldridge,Rudy Fernandez,Sergio Rodriguez,?,Josh Smith,Maurice Evans,Mike Bibby,Ronald Murray,Zaza Pachulia
2009,ATL,DAL,36,Joe Johnson,Josh Smith,Mike Bibby,?,Zaza Pachulia,Brandon Bass,Dirk Nowitzki,J.J. Barea,James Singleton,Jason Terry
2009,ORL,DAL,16,Anthony Johnson,?,Mickael Pietrus,Rashard Lewis,Tony Battie,Antoine Wright,Brandon Bass,Dirk Nowitzki,J.J. Barea,Jason Terry
2009,GSW,WAS,22,?,Anthony Morrow,Corey Maggette,Jamal Crawford,Kelenna Azubuike,Andray Blatche,Antawn Jamison,Caron Butler,Mike James,Nick Young
2009,LAL,UTA,41,?,Lamar Odom,Luke Walton,Pau Gasol,Sasha Vujacic,Andrei Kirilenko,Carlos Boozer,Deron Williams,Kyle Korver,Ronnie Brewer
2009,DEN,TOR,14,?,Chauncey Billups,Chris Andersen,J.R. Smith,Linas Kleiza,Andrea Bargnani,Jamario Moon,Jason Kapono,Kris Humphries,Roko Ukic
2009,MEM,DEN,39,Hakim Warrick,Kyle Lowry,?,O.J. Mayo,Quinton Ross,Anthony Carter,Chris Andersen,J.R. Smith,Linas Kleiza,Nene Hilario
2009,MIN,TOR,34,Brian Cardinal,Mike Miller,?,Ryan Gomes,Sebastian Telfair,Andrea Bargnani,Anthony Parker,Jamario Moon,Jason Kapono,Joey Graham
2009,BOS,PHI,19,Kendrick Perkins,Kevin Garnett,Paul Pierce,Rajon Rondo,?,Andre Iguodala,Lou Williams,Marreese Speights,Samuel Dalembert,Thaddeus Young
2009,IND,CHA,21,Danny Granger,Jeff Foster,Mike Dunleavy,?,Troy Murphy,Boris Diaw,DeSagana Diop,Gerald Wallace,Raja Bell,Sean Singletary
2009,DET,SAC,45,Allen Iverson,Amir Johnson,?,Rodney Stuckey,Tayshaun Prince,Bobby Brown,Bobby Jackson,Brad Miller,John Salmons,Kevin Martin
2009,LAC,PHO,29,Brian Skinner,?,Fred Jones,Marcus Camby,Mardy Collins,Amar'e Stoudemire,Grant Hill,Jason Richardson,Shaquille O'Neal,Steve Nash
2009,DAL,PHO,20,Brandon Bass,James Singleton,Jason Kidd,Jason Terry,?,Grant Hill,Jason Richardson,Leandro Barbosa,Shaquille O'Neal,Steve Nash
2009,PHO,SAC,25,Grant Hill,Jason Richardson,Matt Barnes,?,Steve Nash,Andres Nocioni,Beno Udrih,Francisco Garcia,Jason Thompson,Spencer Hawes
2009,MIN,MIL,39,Brian Cardinal,?,Mike Miller,Randy Foye,Rodney Carney,Andrew Bogut,Luc Mbah a Moute,Luke Ridnour,Michael Redd,Richard Jefferson
2009,NYK,MIN,11,?,David Lee,Jared Jeffries,Nate Robinson,Tim Thomas,Al Jefferson,Craig Smith,Randy Foye,Rashad McCants,Sebastian Telfair
2009,SAC,DAL,42,Francisco Garcia,Jason Thompson,?,Kevin Martin,Spencer Hawes,Brandon Bass,Devean George,Dirk Nowitzki,Jason Kidd,Jason Terry
2009,GSW,TOR,24,C.J. Watson,Jamal Crawford,Marco Belinelli,?,Stephen Jackson,Anthony Parker,Chris Bosh,Jamario Moon,Jason Kapono,Jose Calderon
2009,UTA,DET,35,Andrei Kirilenko,Brevin Knight,Kosta Koufos,Ronnie Brewer,?,Allen Iverson,Kwame Brown,Rasheed Wallace,Rodney Stuckey,Tayshaun Prince
2009,PHI,ORL,42,Andre Iguodala,Andre Miller,?,Samuel Dalembert,Thaddeus Young,Anthony Johnson,Dwight Howard,Hedo Turkoglu,Mickael Pietrus,Rashard Lewis
2009,DAL,GSW,27,Antoine Wright,Dirk Nowitzki,?,Jason Kidd,Josh Howard,Jamal Crawford,Kelenna Azubuike,Monta Ellis,Ronny Turiaf,Stephen Jackson
2009,MIN,MIL,20,Al Jefferson,Mike Miller,?,Ryan Gomes,Sebastian Telfair,Charlie Bell,Dan Gadzuric,Luke Ridnour,Michael Redd,Richard Jefferson
2009,GSW,UTA,21,Andris Biedrins,?,C.J. Watson,Corey Maggette,Kelenna Azubuike,Carlos Boozer,Deron Williams,Kyle Korver,Mehmet Okur,Ronnie Brewer
2009,MIL,POR,39,Charlie Villanueva,Dan Gadzuric,?,Luke Ridnour,Richard Jefferson,Joel Przybilla,LaMarcus Aldridge,Rudy Fernandez,Sergio Rodriguez,Travis Outlaw
2009,ATL,MIN,18,Al Horford,Joe Johnson,Mario West,Maurice Evans,?,Bobby Brown,Brian Cardinal,Craig Smith,Randy Foye,Rodney Carney
2009,WAS,SAS,29,Antawn Jamison,Caron Butler,Darius Songaila,?,Mike James,Kurt Thomas,Michael Finley,Roger Mason,Tim Duncan,Tony Parker
2009,CHI,MIN,40,Andres Nocioni,Joakim Noah,Larry Hughes,Lindsey Hunter,?,Al Jefferson,Kevin Love,Mike Miller,Randy Foye,Sebastian Telfair
2009,UTA,CHA,21,Brevin Knight,Kosta Koufos,Kyle Korver,Mehmet Okur,?,Cartier Martin,Juwan Howard,Nazr Mohammed,Raymond Felton,Shannon Brown
2009,ORL,HOU,13,?,Dwight Howard,J.J. Redick,Mickael Pietrus,Tony Battie,Aaron Brooks,Brent Barry,Carl Landry,Chuck Hayes,Metta World Peace
2009,OKC,NYK,32,Chris Wilcox,Desmond Mason,Jeff Green,Kevin Durant,?,Al Harrington,Chris Duhon,David Lee,Nate Robinson,Tim Thomas
2009,OKC,POR,5,Earl Watson,Jeff Green,Kevin Durant,Kyle Weaver,?,Brandon Roy,Greg Oden,LaMarcus Aldridge,Nicolas Batum,Sergio Rodriguez
2009,OKC,HOU,0,Jeff Green,Kevin Durant,?,Robert Swift,Russell Westbrook,Luis Scola,Rafer Alston,Tracy McGrady,Von Wafer,Yao Ming
2009,UTA,OKC,16,Deron Williams,Kyle Korver,Kyrylo Fesenko,?,Mehmet Okur,Chris Wilcox,Chucky Atkins,Earl Watson,Jeff Green,Nenad Krstic
2009,LAC,GSW,13,Eric Gordon,Fred Jones,Marcus Camby,Ricky Davis,?,Andris Biedrins,C.J. Watson,Corey Maggette,Jamal Crawford,Stephen Jackson
2009,PHI,MIL,34,Andre Miller,Lou Williams,Samuel Dalembert,?,Willie Green,Charlie Bell,Charlie Villanueva,Dan Gadzuric,Luc Mbah a Moute,Luke Ridnour
2009,SAS,UTA,7,Bruce Bowen,George Hill,?,Michael Finley,Tim Duncan,C.J. Miles,Kosta Koufos,Mehmet Okur,Ronnie Brewer,Ronnie Price
2009,MIA,UTA,35,?,Jamario Moon,Luther Head,Michael Beasley,Udonis Haslem,Brevin Knight,Carlos Boozer,Kyle Korver,Paul Millsap,Ronnie Brewer
2009,CLE,NOH,18,Anderson Varejao,?,Daniel Gibson,LeBron James,Mo Williams,Antonio Daniels,David West,Hilton Armstrong,James Posey,Rasual Butler
2009,TOR,BOS,46,Andrea Bargnani,Chris Bosh,Jamario Moon,Jason Kapono,?,Glen Davis,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen
2009,PHO,PHI,13,Alando Tucker,Goran Dragic,Jared Dudley,?,Shaquille O'Neal,Andre Iguodala,Lou Williams,Marreese Speights,Reggie Evans,Royal Ivey
2009,SAC,MIN,16,Beno Udrih,Brad Miller,John Salmons,Kevin Martin,?,Craig Smith,Kevin Ollie,Mike Miller,Rashad McCants,Ryan Gomes
2009,ATL,LAC,10,?,Marvin Williams,Maurice Evans,Ronald Murray,Zaza Pachulia,DeAndre Jordan,Eric Gordon,Fred Jones,Marcus Camby,Ricky Davis
2009,ORL,PHO,36,?,Hedo Turkoglu,Marcin Gortat,Mickael Pietrus,Rashard Lewis,Goran Dragic,Jason Richardson,Leandro Barbosa,Lou Amundson,Matt Barnes
2009,DEN,NYK,36,Anthony Carter,Carmelo Anthony,Chris Andersen,?,Linas Kleiza,Chris Wilcox,David Lee,Jared Jeffries,Nate Robinson,Wilson Chandler
2009,IND,WAS,33,Danny Granger,?,Stephen Graham,T.J. Ford,Travis Diener,Antawn Jamison,Caron Butler,JaVale McGee,Javaris Crittenton,Nick Young
2009,LAC,MIN,10,Brian Skinner,Eric Gordon,Mardy Collins,?,Steve Novak,Craig Smith,Kevin Love,Mike Miller,Rodney Carney,Sebastian Telfair
2009,ORL,PHO,43,Courtney Lee,Dwight Howard,?,Rafer Alston,Rashard Lewis,Grant Hill,Jason Richardson,Leandro Barbosa,Shaquille O'Neal,Steve Nash
2009,MIA,TOR,32,?,Dwyane Wade,Mario Chalmers,Shawn Marion,Udonis Haslem,Andrea Bargnani,Anthony Parker,Chris Bosh,Jermaine O'Neal,Jose Calderon
2009,PHO,POR,9,Amar'e Stoudemire,Boris Diaw,Matt Barnes,?,Sean Singletary,Brandon Roy,Greg Oden,Rudy Fernandez,Steve Blake,Travis Outlaw
2009,ATL,ORL,42,Al Horford,?,Josh Smith,Marvin Williams,Mike Bibby,Courtney Lee,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Rashard Lewis
2010,GSW,UTA,33,Anthony Tolliver,C.J. Watson,Chris Hunter,Devean George,?,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Wesley Matthews
2010,BOS,CHA,20,Kendrick Perkins,?,Paul Pierce,Rajon Rondo,Ray Allen,Boris Diaw,D.J. Augustin,Stephen Graham,Stephen Jackson,Theo Ratliff
2010,LAL,MEM,46,Didier Ilunga-Mbenga,Jordan Farmar,Kobe Bryant,Lamar Odom,?,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay,Zach Randolph
2010,MEM,DEN,35,Jamaal Tinsley,Marc Gasol,O.J. Mayo,Rudy Gay,?,Anthony Carter,Carmelo Anthony,Chris Andersen,J.R. Smith,Kenyon Martin
2010,MIA,PHI,41,Dorell Wright,Dwyane Wade,Jermaine O'Neal,?,Udonis Haslem,Elton Brand,Jason Kapono,Jason Smith,Jodie Meeks,Lou Williams
2010,PHO,MEM,21,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,?,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Zach Randolph
2010,HOU,MIA,45,Aaron Brooks,?,Luis Scola,Shane Battier,Trevor Ariza,Dwyane Wade,Jermaine O'Neal,Quentin Richardson,Rafer Alston,Udonis Haslem
